InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
501724,P25015,Portable Charger,2,13/10/2010 06:26:46 PM,9.61,17678,Spain
500012,P98327,Phone Stand,18,04/12/2010 08:31:16 AM,12.76,11117,New Zealand
500605,P10799,Desk Clock,16,23/05/2010 08:52:03 AM,39.18,16771,Argentina
500713,P57553,Travel Notebook,1,01/07/2010 05:24:16 AM,5.89,12696,United States
501067,P83543,LED Desk Lamp,11,15/10/2010 05:40:27 PM,21.67,19480,Russian Federation
501504,P34660,Mini Bluetooth Speaker,14,04/06/2010 04:19:09 AM,30.59,18263,Brazil
501291,P61977,Stainless Steel Straw Set,19,17/12/2010 06:20:00 AM,49.74,17850,Finland
501504,P34846,Clip-on Reading Light,8,08/12/2010 03:40:33 AM,32.55,14485,South Africa
500613,P46023,Desk Organizer,19,15/08/2010 03:48:02 AM,35.8,19448,Brazil
500138,P65312,Aromatherapy Oil,17,04/03/2010 09:37:22 AM,48.56,19665,Ireland
500870,P38151,Pocket Calculator,17,07/02/2010 09:21:58 PM,11.15,11051,India
500292,P40480,Reusable Coffee Cup,4,26/10/2010 09:31:15 PM,32.39,16320,Australia
500057,P80080,Clip-on Reading Light,17,07/07/2010 07:56:02 PM,38.09,15366,Greece
501209,P86762,USB-C Cable,14,29/07/2010 09:02:31 AM,4.14,14891,United Kingdom
500608,P58231,Sticky Notes Pack,8,17/05/2010 12:11:59 PM,39.2,16513,United States
500183,P94268,Wall Calendar,14,17/10/2010 01:34:58 AM,7.64,17678,Japan
501273,P56627,Pocket Calculator,10,26/12/2010 12:14:01 PM,39.71,19107,Canada
501234,P49056,LED Desk Lamp,5,23/04/2010 01:43:42 PM,10.51,13354,Australia
501186,P98731,Ceramic Mug,9,17/12/2010 09:44:17 PM,39.18,16305,Sweden
500851,P86695,Cotton Tote Bag,4,09/05/2010 07:16:17 AM,8.87,12230,France
500669,P98954,Travel Notebook,17,21/10/2010 11:22:33 AM,13.38,16589,South Africa
500249,P68557,Laptop Sleeve,15,11/03/2010 09:50:40 AM,2.8,19175,Netherlands
500874,P60390,Desk Clock,15,18/01/2010 09:48:04 PM,34.33,10090,United Kingdom
500738,P66827,Notebook Set,8,18/05/2010 02:53:12 PM,38.24,17409,Sweden
501203,P92164,Wall Calendar,8,11/07/2010 03:19:21 PM,20.55,14668,Denmark
501260,P35556,Sticky Notes Pack,5,24/12/2010 05:38:36 AM,7.96,11260,Belgium
501220,P51722,Travel Notebook,16,07/07/2010 12:47:46 AM,21.49,18551,Netherlands
500029,P60390,Desk Clock,12,24/07/2010 01:54:02 PM,34.33,11625,United Kingdom
501991,P76262,Travel Notebook,9,03/07/2010 06:03:26 PM,30.59,16100,Japan
500673,P76201,Waterproof Pouch,12,09/02/2010 09:04:46 PM,1.29,18469,Germany
500384,P89099,Foldable Umbrella,10,01/12/2010 08:49:20 PM,43.48,14500,India
500021,P25793,LED Desk Lamp,13,24/06/2010 04:39:53 PM,20.97,16845,South Korea
501676,P86762,USB-C Cable,6,19/09/2010 05:06:42 PM,4.14,10589,Belgium
500365,P56008,Leather Keychain,8,10/10/2010 01:43:40 PM,13.87,13580,France
501776,P45674,USB-C Cable,3,05/08/2010 06:15:53 AM,2.0,17984,Denmark
501838,P53395,Glass Water Bottle,6,30/09/2010 01:29:28 AM,39.55,16289,China
500525,P37122,Portable Charger,13,19/01/2010 02:57:02 PM,23.96,17566,Spain
501514,P29589,Travel Adapter,12,10/04/2010 08:57:06 PM,8.08,12466,Switzerland
501951,P65831,Sticky Notes Pack,8,25/05/2010 01:57:05 PM,48.77,16524,Switzerland
501088,P60993,Aromatherapy Oil,4,27/08/2010 01:05:01 PM,5.0,19343,United States
501859,P66677,Sticky Notes Pack,16,12/12/2010 01:28:33 AM,24.94,14524,Argentina
501310,P95924,Portable Charger,15,14/02/2010 01:55:13 PM,10.61,13558,Canada
501799,P98954,Travel Notebook,12,05/05/2010 02:46:58 PM,13.38,11001,Canada
500797,P44142,Desk Clock,6,09/08/2010 04:40:06 AM,20.73,15316,Argentina
500571,P65312,Aromatherapy Oil,13,02/05/2010 10:58:51 AM,48.56,18069,Belgium
501027,P68557,Laptop Sleeve,6,28/09/2010 02:03:19 PM,2.8,13217,Ireland
501913,P45829,Aromatherapy Oil,5,22/04/2010 08:00:55 PM,13.58,19221,Sweden
501914,P29975,Travel Adapter,3,06/04/2010 10:00:35 PM,45.54,14906,Japan
500958,P25764,LED Desk Lamp,17,18/10/2010 11:14:29 AM,37.04,10725,Argentina
501216,P92234,Wall Calendar,16,08/09/2010 08:48:41 AM,1.7,10972,Belgium
501538,P67813,Soft Throw Blanket,12,18/01/2010 10:15:22 PM,17.51,10224,Netherlands
501256,P16125,Cotton Tote Bag,10,10/03/2010 09:54:59 AM,48.05,13246,Germany
501279,P38151,Pocket Calculator,2,25/01/2010 12:26:49 AM,11.15,12415,Italy
500717,P18758,Mini Bluetooth Speaker,14,25/01/2010 07:12:13 AM,35.07,16782,Denmark
501378,P22550,Glass Water Bottle,16,11/01/2010 02:06:12 PM,20.35,15578,Portugal
500404,P70315,Laptop Sleeve,13,05/03/2010 10:52:49 AM,20.76,13792,Germany
500843,P64796,Reusable Coffee Cup,10,29/09/2010 06:53:36 AM,7.46,15450,United States
501778,P85842,Soft Throw Blanket,3,24/05/2010 01:09:25 PM,10.64,11881,Greece
500952,P51722,Travel Notebook,11,25/10/2010 04:34:19 AM,21.49,16447,South Africa
501723,P92234,Wall Calendar,4,11/11/2010 01:18:06 AM,1.7,16785,Brazil
500071,P37935,USB-C Cable,15,12/01/2010 04:35:24 AM,29.82,14670,Mexico
501789,P10799,Desk Clock,17,19/10/2010 04:46:12 PM,39.18,10464,Japan
500519,P60390,Desk Clock,16,31/05/2010 06:22:07 AM,34.33,19117,France
501805,P80323,Reusable Coffee Cup,13,20/10/2010 11:56:50 PM,3.67,11404,Portugal
501934,P15972,Wall Calendar,15,16/04/2010 12:51:32 AM,28.53,17954,Argentina
500063,P55246,Soft Throw Blanket,6,12/08/2010 11:35:43 AM,3.8,13969,Austria
501169,P29288,Desk Clock,4,03/02/2010 05:49:00 PM,4.42,11810,Belgium
501450,P25793,LED Desk Lamp,4,25/11/2010 03:51:02 PM,20.97,10931,Germany
501010,P97778,Wall Calendar,6,01/12/2010 05:45:28 PM,5.6,16382,Switzerland
500147,P61399,Travel Adapter,4,09/12/2010 06:26:05 AM,31.08,19107,Russian Federation
501610,P89099,Foldable Umbrella,4,17/05/2010 02:57:45 PM,43.48,15929,Switzerland
501630,P15972,Wall Calendar,4,12/06/2010 09:10:16 PM,28.53,19374,Switzerland
501876,P45081,Sticky Notes Pack,19,18/11/2010 05:44:26 AM,47.01,10287,Netherlands
501907,P84329,Clip-on Reading Light,2,30/09/2010 10:45:51 AM,44.66,18151,Brazil
500143,P66539,Magnetic Bookmark,7,29/03/2010 12:36:16 AM,41.49,13178,Italy
500906,P98954,Travel Notebook,4,05/04/2010 03:19:44 AM,13.38,18497,China
501248,P45825,Desk Clock,1,16/04/2010 06:04:49 AM,22.47,15300,Australia
501641,P16125,Cotton Tote Bag,12,23/10/2010 11:36:17 AM,48.05,14042,South Africa
501194,P13728,Reusable Coffee Cup,13,10/10/2010 04:13:36 AM,48.92,10194,New Zealand
500181,P21154,Phone Stand,17,25/03/2010 03:49:57 PM,23.33,12077,Brazil
501819,P97914,Desk Organizer,10,29/11/2010 09:23:03 AM,4.94,15856,Belgium
501384,P86970,Reusable Coffee Cup,10,27/07/2010 11:14:29 AM,47.76,11269,Singapore
500184,P14792,Glass Water Bottle,18,02/12/2010 11:59:29 AM,6.85,15672,Australia
501183,P98327,Phone Stand,2,17/03/2010 02:10:33 PM,12.76,17240,Finland
500200,P45435,Wireless Mouse,16,07/03/2010 08:03:12 AM,4.77,14155,Argentina
501458,P21545,Wireless Mouse,4,08/06/2010 05:13:28 PM,23.47,11409,Germany
501101,P68049,Phone Stand,15,25/12/2010 04:37:43 AM,46.57,12172,United Kingdom
500916,P18328,Magnetic Bookmark,14,11/06/2010 01:27:27 AM,37.94,19943,Sweden
500313,P55246,Soft Throw Blanket,6,25/07/2010 12:07:26 PM,3.8,17189,Brazil
500847,P13728,Reusable Coffee Cup,1,21/10/2010 08:32:02 PM,48.92,17697,Canada
500662,P80080,Clip-on Reading Light,13,29/05/2010 04:48:39 PM,38.09,15060,South Africa
501778,P18758,Mini Bluetooth Speaker,7,03/12/2010 08:11:24 PM,35.07,19103,Canada
501622,P84329,Clip-on Reading Light,7,18/06/2010 08:20:05 AM,44.66,15675,Singapore
500494,P37935,USB-C Cable,2,09/12/2010 03:34:23 PM,29.82,13866,France
501914,P45435,Wireless Mouse,15,14/10/2010 03:47:46 AM,4.77,11268,Germany
500784,P37355,Stainless Steel Straw Set,19,15/10/2010 06:27:51 PM,48.75,12237,South Africa
501932,P95180,Wireless Mouse,3,05/04/2010 05:37:25 AM,9.04,10325,Germany
501985,P47748,Ceramic Mug,5,09/05/2010 09:01:07 AM,10.17,19462,Belgium
500939,P18328,Magnetic Bookmark,11,23/02/2010 06:55:11 PM,37.94,11367,Japan
500610,P66332,Aromatherapy Oil,3,21/04/2010 06:51:44 AM,30.57,17604,Denmark
501872,P29288,Desk Clock,8,10/06/2010 01:07:14 PM,4.42,12994,Australia
500187,P29288,Desk Clock,12,03/10/2010 10:05:26 PM,4.42,11644,United States
501795,P66827,Notebook Set,19,20/06/2010 02:37:44 PM,38.24,16828,Brazil
501109,P45081,Sticky Notes Pack,15,30/07/2010 11:52:39 PM,47.01,15162,Finland
501223,P30977,Pocket Calculator,16,18/03/2010 03:42:11 AM,12.0,10298,Switzerland
500439,P84329,Clip-on Reading Light,16,26/07/2010 03:24:14 AM,44.66,14875,Brazil
500438,P68434,Sticky Notes Pack,11,02/10/2010 11:47:11 AM,35.04,12657,Ireland
500901,P38151,Pocket Calculator,17,21/12/2010 09:57:59 PM,11.15,15696,Greece
500327,P45829,Aromatherapy Oil,15,25/12/2010 04:52:19 PM,13.58,14362,South Africa
501944,P48664,Portable Charger,6,20/02/2010 09:16:07 AM,35.27,18106,United Kingdom
500719,P45435,Wireless Mouse,4,07/01/2010 10:04:41 PM,4.77,16448,United States
500522,P29589,Travel Adapter,9,28/01/2010 10:57:46 PM,8.08,18982,Norway
500366,P35556,Sticky Notes Pack,19,04/02/2010 05:47:07 AM,7.96,12381,Singapore
500272,P48664,Portable Charger,16,03/04/2010 05:52:44 AM,35.27,12547,China
500078,P11694,Wireless Earbuds,19,16/02/2010 04:19:00 AM,6.08,10506,United States
500575,P55246,Soft Throw Blanket,6,07/01/2010 11:53:52 AM,3.8,16360,Canada
501745,P60390,Desk Clock,9,02/11/2010 03:37:09 AM,34.33,11464,Norway
500819,P55246,Soft Throw Blanket,2,06/08/2010 02:00:35 PM,3.8,10643,South Africa
501536,P10799,Desk Clock,18,08/01/2010 11:00:39 PM,39.18,14386,Netherlands
500291,P92164,Wall Calendar,11,16/01/2010 03:13:38 AM,20.55,15275,Ireland
500558,P59297,Portable Charger,4,31/10/2010 01:23:57 AM,7.39,13622,South Korea
501967,P32720,Pocket Calculator,9,05/10/2010 02:02:50 AM,30.26,17837,United Kingdom
501089,P64796,Reusable Coffee Cup,4,12/09/2010 08:33:04 PM,7.46,10692,Mexico
500382,P47748,Ceramic Mug,13,19/07/2010 09:31:03 PM,10.17,17211,India
500597,P66677,Sticky Notes Pack,5,23/12/2010 11:18:16 AM,24.94,17933,Russian Federation
501961,P76201,Waterproof Pouch,10,16/12/2010 02:19:06 AM,1.29,17797,Germany
501446,P83543,LED Desk Lamp,12,23/08/2010 09:34:53 AM,21.67,11184,Sweden
501140,P61399,Travel Adapter,2,21/06/2010 05:11:30 AM,31.08,13956,Austria
501158,P60993,Aromatherapy Oil,12,30/12/2010 10:38:22 PM,5.0,19401,Mexico
500377,P34842,Pocket Calculator,4,22/01/2010 04:57:37 AM,23.46,16748,Spain
501195,P10799,Desk Clock,6,04/07/2010 12:15:16 PM,39.18,16646,United States
501590,P98954,Travel Notebook,14,08/08/2010 09:40:02 PM,13.38,18415,South Africa
501654,P97968,Reusable Coffee Cup,9,03/08/2010 09:58:12 AM,31.3,16559,Denmark
500479,P51722,Travel Notebook,10,28/09/2010 12:15:24 AM,21.49,19081,China
500122,P64796,Reusable Coffee Cup,3,29/01/2010 10:27:26 PM,7.46,12395,Singapore
500034,P44142,Desk Clock,12,15/12/2010 09:22:26 PM,20.73,10588,Germany
501090,P68557,Laptop Sleeve,8,24/06/2010 11:51:14 AM,2.8,18531,Netherlands
500596,P93969,LED Desk Lamp,8,14/07/2010 02:38:39 PM,33.93,15452,Japan
500008,P61939,Reusable Coffee Cup,14,23/11/2010 06:46:38 PM,28.22,11016,Japan
500838,P29589,Travel Adapter,9,01/01/2010 09:44:41 AM,8.08,16256,France
501514,P55648,Pocket Calculator,14,02/11/2010 07:18:19 AM,28.72,13440,Mexico
501689,P38151,Pocket Calculator,16,06/10/2010 04:01:46 AM,11.15,18611,South Korea
500133,P97778,Wall Calendar,5,09/07/2010 06:04:26 PM,5.6,15649,Finland
501869,P92234,Wall Calendar,18,02/04/2010 05:10:10 AM,1.7,11342,Spain
501079,P18328,Magnetic Bookmark,15,29/10/2010 05:25:12 PM,37.94,17235,Netherlands
500993,P38151,Pocket Calculator,3,07/10/2010 08:57:10 AM,11.15,19733,Austria
500605,P83543,LED Desk Lamp,5,04/12/2010 11:33:37 PM,21.67,11141,Norway
501089,P83543,LED Desk Lamp,13,24/04/2010 07:15:22 PM,21.67,14683,Ireland
501170,P22550,Glass Water Bottle,14,04/08/2010 12:00:40 PM,20.35,19643,Netherlands
500704,P10799,Desk Clock,11,02/10/2010 03:22:51 PM,39.18,17607,India
500438,P18328,Magnetic Bookmark,1,29/06/2010 02:32:29 PM,37.94,12938,Australia
501200,P48664,Portable Charger,3,17/06/2010 05:17:03 AM,35.27,15602,Belgium
500293,P55246,Soft Throw Blanket,16,22/06/2010 04:56:13 PM,3.8,14539,China
500839,P56008,Leather Keychain,8,06/03/2010 08:25:41 AM,13.87,13560,Austria
500662,P25793,LED Desk Lamp,11,07/06/2010 06:08:12 AM,20.97,11375,Austria
500490,P83543,LED Desk Lamp,15,13/12/2010 05:54:52 AM,21.67,15014,Ireland
500939,P98327,Phone Stand,19,19/06/2010 06:00:38 AM,12.76,14530,France
501073,P40480,Reusable Coffee Cup,6,19/04/2010 10:42:00 PM,32.39,14340,Finland
501822,P92234,Wall Calendar,8,02/04/2010 08:29:15 PM,1.7,16772,Japan
500936,P45435,Wireless Mouse,18,07/02/2010 12:15:01 AM,4.77,12296,Austria
501964,P40480,Reusable Coffee Cup,2,21/12/2010 11:06:08 PM,32.39,15622,Finland
501687,P25015,Portable Charger,18,10/12/2010 05:33:32 PM,9.61,17036,Portugal
501058,P54225,Stainless Steel Straw Set,13,11/12/2010 08:30:07 AM,1.9,13553,Singapore
501761,P55246,Soft Throw Blanket,19,16/01/2010 02:02:29 AM,3.8,17192,Portugal
501522,P45081,Sticky Notes Pack,1,02/12/2010 06:44:59 AM,47.01,14576,Argentina
500871,P80080,Clip-on Reading Light,18,14/05/2010 07:48:09 PM,38.09,18236,South Korea
501093,P59297,Portable Charger,9,14/10/2010 06:28:57 PM,7.39,12598,Greece
501033,P60993,Aromatherapy Oil,18,25/11/2010 01:47:10 PM,5.0,19971,China
500014,P95924,Portable Charger,8,28/07/2010 08:31:10 PM,10.61,16297,Mexico
501634,P10799,Desk Clock,5,20/03/2010 02:44:33 AM,39.18,10787,China
500622,P46023,Desk Organizer,13,26/11/2010 12:01:06 AM,35.8,17788,Italy
501519,P98327,Phone Stand,14,24/09/2010 10:41:38 AM,12.76,11140,Japan
500484,P61196,Scented Candle,10,21/05/2010 04:42:12 AM,19.02,14471,Greece
501097,P37355,Stainless Steel Straw Set,9,08/11/2010 04:46:14 AM,48.75,19973,Greece
501638,P55648,Pocket Calculator,7,16/07/2010 11:53:26 PM,28.72,10178,Finland
500734,P84329,Clip-on Reading Light,18,10/05/2010 12:51:24 AM,44.66,14588,Germany
501657,P66827,Notebook Set,10,06/12/2010 07:09:51 AM,38.24,12933,Canada
500324,P83543,LED Desk Lamp,19,24/05/2010 05:47:43 AM,21.67,13389,Norway
500215,P80080,Clip-on Reading Light,4,04/02/2010 04:03:25 AM,38.09,11515,United Kingdom
500944,P16125,Cotton Tote Bag,6,21/04/2010 05:45:11 AM,48.05,11167,Mexico
501714,P22237,Leather Keychain,18,11/02/2010 07:52:30 AM,7.56,16738,United Kingdom
500172,P37355,Stainless Steel Straw Set,10,06/01/2010 06:10:31 PM,48.75,13992,Russian Federation
500913,P10799,Desk Clock,6,03/12/2010 05:49:33 PM,39.18,16040,Germany
501175,P21154,Phone Stand,19,16/03/2010 03:07:40 PM,23.33,19499,Singapore
500077,P45825,Desk Clock,16,25/12/2010 01:22:02 AM,22.47,19399,Brazil
501351,P22550,Glass Water Bottle,16,23/11/2010 04:14:00 AM,20.35,15178,New Zealand
501644,P66332,Aromatherapy Oil,8,03/09/2010 07:58:36 PM,30.57,10378,Italy
500615,P38151,Pocket Calculator,16,28/03/2010 05:33:28 AM,11.15,14267,Mexico
501146,P32720,Pocket Calculator,10,04/03/2010 07:45:39 PM,30.26,18881,South Korea
500164,P45435,Wireless Mouse,17,17/02/2010 04:02:39 AM,4.77,11412,Sweden
500002,P95924,Portable Charger,15,27/09/2010 09:29:19 AM,10.61,18307,Singapore
501276,P91110,Soft Throw Blanket,17,19/02/2010 07:43:10 PM,13.36,15969,Argentina
501102,P66539,Magnetic Bookmark,15,20/03/2010 02:53:54 PM,41.49,17943,Japan
500701,P89099,Foldable Umbrella,13,18/12/2010 08:57:32 PM,43.48,10983,Argentina
501951,P85842,Soft Throw Blanket,17,20/03/2010 05:24:59 PM,10.64,18737,Mexico
500333,P40480,Reusable Coffee Cup,2,11/07/2010 07:36:28 AM,32.39,11990,Portugal
500920,P30977,Pocket Calculator,14,26/03/2010 04:23:24 AM,12.0,14435,Brazil
500756,P86695,Cotton Tote Bag,5,08/05/2010 02:32:10 AM,8.87,12681,Canada
501296,P45435,Wireless Mouse,2,16/12/2010 01:28:37 PM,4.77,16054,United States
500592,P95180,Wireless Mouse,5,03/11/2010 05:31:20 PM,9.04,11551,Greece
501188,P51722,Travel Notebook,9,22/09/2010 11:11:17 AM,21.49,15953,South Africa
500831,P45081,Sticky Notes Pack,2,08/09/2010 09:54:53 AM,47.01,19637,Portugal
501632,P29975,Travel Adapter,1,04/08/2010 03:12:03 AM,45.54,10512,Australia
500124,P93969,LED Desk Lamp,11,16/08/2010 07:50:29 AM,33.93,11128,Mexico
500317,P65831,Sticky Notes Pack,2,25/02/2010 09:27:19 PM,48.77,14567,Russian Federation
501041,P65831,Sticky Notes Pack,5,20/03/2010 09:21:26 AM,48.77,14284,Mexico
501205,P37355,Stainless Steel Straw Set,2,05/09/2010 06:14:41 PM,48.75,12118,France
501641,P13728,Reusable Coffee Cup,8,09/03/2010 10:56:45 AM,48.92,10192,Switzerland
501840,P14792,Glass Water Bottle,18,30/11/2010 05:28:14 PM,6.85,12964,Netherlands
501867,P66539,Magnetic Bookmark,19,20/01/2010 10:47:51 AM,41.49,13199,Finland
501434,P93969,LED Desk Lamp,8,24/01/2010 08:52:15 PM,33.93,10240,Finland
501454,P56008,Leather Keychain,19,12/11/2010 06:59:46 AM,13.87,13768,Austria
500573,P66827,Notebook Set,11,11/02/2010 11:29:37 PM,38.24,19714,Argentina
501984,P32720,Pocket Calculator,16,30/09/2010 07:31:34 AM,30.26,18313,Russian Federation
500984,P77782,Eco Lunch Box,14,26/02/2010 11:21:15 AM,5.49,11910,Finland
501505,P22237,Leather Keychain,18,17/07/2010 07:22:12 AM,7.56,16996,Belgium
500320,P10799,Desk Clock,1,02/03/2010 02:34:29 AM,39.18,19743,Denmark
501703,P98731,Ceramic Mug,16,11/07/2010 08:53:36 AM,39.18,10585,Switzerland
501912,P93969,LED Desk Lamp,7,18/04/2010 11:02:05 AM,33.93,13398,Singapore
501004,P10799,Desk Clock,14,06/04/2010 09:06:09 AM,39.18,18518,China
501033,P15972,Wall Calendar,17,30/05/2010 12:11:20 PM,28.53,11861,United States
501363,P47748,Ceramic Mug,15,30/07/2010 03:53:53 PM,10.17,19413,Argentina
500901,P34846,Clip-on Reading Light,1,01/12/2010 11:03:07 PM,32.55,15529,Singapore
500026,P76201,Waterproof Pouch,1,11/07/2010 10:35:06 AM,1.29,18758,India
500184,P68557,Laptop Sleeve,1,29/04/2010 11:48:31 PM,2.8,18997,New Zealand
501357,P34842,Pocket Calculator,3,03/02/2010 05:40:56 PM,23.46,12460,Germany
500680,P98954,Travel Notebook,7,23/03/2010 12:51:54 AM,13.38,16430,United Kingdom
501926,P86970,Reusable Coffee Cup,1,12/08/2010 09:48:53 AM,47.76,11203,Belgium
501126,P57553,Travel Notebook,2,28/07/2010 03:09:20 AM,5.89,16269,Canada
500073,P97968,Reusable Coffee Cup,10,27/07/2010 05:16:24 AM,31.3,14151,South Korea
500031,P60993,Aromatherapy Oil,17,10/05/2010 08:15:02 PM,5.0,14593,Germany
500012,P86695,Cotton Tote Bag,1,27/04/2010 01:08:56 AM,8.87,12223,Netherlands
500428,P49056,LED Desk Lamp,8,25/05/2010 01:20:23 AM,10.51,14704,Finland
500228,P74600,Eco Lunch Box,2,17/05/2010 05:21:07 AM,1.73,19533,Ireland
501360,P16125,Cotton Tote Bag,18,22/07/2010 06:35:00 PM,48.05,13001,New Zealand
500660,P16125,Cotton Tote Bag,10,11/02/2010 12:08:15 AM,48.05,12321,Portugal
501747,P76262,Travel Notebook,13,14/01/2010 09:08:44 AM,30.59,12120,Germany
500734,P76262,Travel Notebook,15,04/06/2010 11:18:38 AM,30.59,17246,New Zealand
500987,P38151,Pocket Calculator,19,03/06/2010 02:10:53 AM,11.15,19369,Canada
500091,P98731,Ceramic Mug,18,30/09/2010 08:31:39 AM,39.18,10786,Belgium
501952,P86762,USB-C Cable,17,29/12/2010 06:33:20 AM,4.14,18834,New Zealand
500566,P98954,Travel Notebook,8,28/04/2010 01:00:54 PM,13.38,18052,United Kingdom
501069,P92234,Wall Calendar,4,06/11/2010 03:55:41 AM,1.7,11212,Russian Federation
501152,P45825,Desk Clock,10,19/07/2010 12:53:48 AM,22.47,10143,Netherlands
500486,P49056,LED Desk Lamp,6,26/10/2010 11:30:33 PM,10.51,19549,China
500089,P45825,Desk Clock,1,31/07/2010 07:02:26 PM,22.47,10300,Russian Federation
501459,P64796,Reusable Coffee Cup,11,20/05/2010 05:53:29 AM,7.46,15680,Finland
500555,P21772,Phone Stand,13,08/04/2010 04:42:19 PM,43.1,12941,Switzerland
500281,P61399,Travel Adapter,16,22/08/2010 11:10:00 PM,31.08,11601,Norway
500086,P65831,Sticky Notes Pack,13,10/05/2010 08:41:55 AM,48.77,16447,United Kingdom
501299,P66332,Aromatherapy Oil,12,10/04/2010 08:30:05 PM,30.57,19727,Japan
500783,P65312,Aromatherapy Oil,14,22/12/2010 12:51:29 AM,48.56,15311,Canada
500523,P76201,Waterproof Pouch,19,17/02/2010 09:36:05 AM,1.29,14575,Argentina
500083,P80323,Reusable Coffee Cup,11,10/03/2010 01:41:34 PM,3.67,18634,United States
500191,P34846,Clip-on Reading Light,5,09/01/2010 10:01:50 AM,32.55,13364,Italy
501410,P38151,Pocket Calculator,6,24/11/2010 06:31:48 PM,11.15,14500,Norway
500888,P58231,Sticky Notes Pack,8,04/02/2010 06:40:54 AM,39.2,12940,France
501037,P84329,Clip-on Reading Light,6,03/02/2010 12:54:00 AM,44.66,13309,Mexico
500521,P86695,Cotton Tote Bag,17,14/09/2010 08:33:45 AM,8.87,10882,China
501108,P45825,Desk Clock,4,10/05/2010 07:03:39 PM,22.47,10018,Mexico
501104,P11694,Wireless Earbuds,2,03/11/2010 06:02:32 PM,6.08,14732,Italy
500894,P56008,Leather Keychain,9,04/05/2010 06:24:35 PM,13.87,11674,Argentina
501545,P37122,Portable Charger,16,28/12/2010 02:54:52 AM,23.96,16620,Switzerland
501549,P37355,Stainless Steel Straw Set,18,24/08/2010 08:50:57 PM,48.75,13732,Austria
500477,P98327,Phone Stand,7,03/09/2010 02:11:08 AM,12.76,15413,Argentina
501579,P97968,Reusable Coffee Cup,12,25/05/2010 05:21:54 PM,31.3,19661,China
500241,P29288,Desk Clock,19,05/09/2010 04:34:13 AM,4.42,18084,Greece
501876,P18758,Mini Bluetooth Speaker,7,08/08/2010 12:12:35 AM,35.07,18119,Mexico
500351,P98731,Ceramic Mug,10,29/06/2010 03:57:29 AM,39.18,18301,Denmark
500543,P40480,Reusable Coffee Cup,11,29/06/2010 11:28:22 AM,32.39,16200,Japan
500476,P57553,Travel Notebook,7,18/01/2010 08:43:26 AM,5.89,16401,Germany
500928,P37935,USB-C Cable,2,03/09/2010 10:21:05 AM,29.82,14530,Switzerland
500621,P45674,USB-C Cable,8,09/12/2010 11:25:36 AM,2.0,10308,Mexico
500138,P38151,Pocket Calculator,4,23/10/2010 10:42:11 PM,11.15,14620,Canada
501065,P76201,Waterproof Pouch,18,06/10/2010 12:52:10 PM,1.29,19145,South Africa
501333,P22550,Glass Water Bottle,1,05/11/2010 09:54:00 PM,20.35,10545,Germany
501927,P25793,LED Desk Lamp,16,01/07/2010 10:28:28 PM,20.97,15533,Russian Federation
501362,P45435,Wireless Mouse,3,12/09/2010 01:00:59 AM,4.77,19465,Mexico
500897,P34660,Mini Bluetooth Speaker,12,09/10/2010 02:31:51 PM,30.59,15092,Austria
501227,P44142,Desk Clock,8,01/02/2010 12:09:50 PM,20.73,18520,France
500996,P83543,LED Desk Lamp,5,18/06/2010 01:36:52 AM,21.67,12892,Japan
500365,P21154,Phone Stand,10,09/02/2010 08:04:47 AM,23.33,11798,Germany
501378,P56008,Leather Keychain,15,17/07/2010 07:33:20 AM,13.87,11876,New Zealand
500899,P45435,Wireless Mouse,12,31/05/2010 10:52:28 AM,4.77,14516,Canada
501008,P92164,Wall Calendar,7,03/05/2010 03:41:03 PM,20.55,14758,United States
500989,P54225,Stainless Steel Straw Set,4,28/12/2010 08:55:52 AM,1.9,16964,Netherlands
500299,P37122,Portable Charger,16,12/01/2010 07:17:24 PM,23.96,17688,Russian Federation
500949,P21772,Phone Stand,3,14/08/2010 11:16:28 PM,43.1,10877,Austria
500614,P66332,Aromatherapy Oil,13,16/03/2010 11:40:25 AM,30.57,12637,Netherlands
500421,P34660,Mini Bluetooth Speaker,7,11/04/2010 12:59:22 PM,30.59,11223,China
500376,P76201,Waterproof Pouch,15,01/07/2010 11:58:42 PM,1.29,13666,United Kingdom
500521,P83543,LED Desk Lamp,4,19/10/2010 05:23:23 AM,21.67,18167,Mexico
501633,P13728,Reusable Coffee Cup,18,04/03/2010 09:36:54 PM,48.92,15629,South Africa
500225,P65312,Aromatherapy Oil,4,26/07/2010 07:41:15 AM,48.56,17422,Sweden
500681,P66677,Sticky Notes Pack,5,18/12/2010 03:51:44 PM,24.94,17334,Netherlands
500367,P85842,Soft Throw Blanket,3,31/03/2010 07:45:01 PM,10.64,18102,France
500293,P76262,Travel Notebook,4,18/07/2010 05:10:46 AM,30.59,10835,Belgium
500897,P80323,Reusable Coffee Cup,8,27/08/2010 06:55:43 PM,3.67,19182,Australia
501074,P65831,Sticky Notes Pack,17,04/07/2010 04:53:02 PM,48.77,13151,Finland
501484,P73185,Eco Lunch Box,4,14/07/2010 04:22:08 AM,9.2,14573,Belgium
500853,P18328,Magnetic Bookmark,18,17/03/2010 04:55:18 AM,37.94,16960,Singapore
501492,P54225,Stainless Steel Straw Set,4,09/12/2010 12:55:17 AM,1.9,17865,United States
